,Caption,Instagram,YouTube,Twitter,positive_words,negative_words,length,word_count,male_words,female_words,afinn
11129,"These nights are with you not for you !!! I am with you, we are in this together!thank you for the encouragement I'm sending it right back your way! ",1,0,0,2,0,149,29,0,0,4.0
11130,Would love to talk about this because it's another moment to point to God. When I said on the 7th day it was a reference to say that on the 7th day he rested giving us a template and example letting us know how important rest is. People love to twist what was meant for good and maybe it was my fault by not explaining my thought correctly. You can think the worst about me but never ever want people to think I compare myself to The MOST HIGH ,1,0,0,4,3,444,89,2,0,10.0
11131,"And on the 7th day..... AND MY GOODNESS I WAS MAKING A REFERENCE, I AM NOT COMPARING MYSELF TO GOD IM THE FARTHEST THING FROM!!!! IT WAS MY WAY OF SAYING HOW IMPORTANT REST IS.. WHEN THERE IS NOTHING TO PICK AT ME FOR YOU MAKE SOMETHING OUT OF NOTHING BUT I GET IT YOU NEED RATINGS AND TRACTION YOUR BLOGS. But if truthfully if you were offended it was in no way shape or form me comparing myself to the most high. ",1,0,0,4,0,415,83,0,0,3.0
11132,. Ohhhhhhh ,1,0,0,0,0,11,2,0,0,0.0
11133,Bandz ,1,0,0,0,0,6,1,0,0,0.0
11134,I gets no love ,1,0,0,1,0,15,4,0,0,2.0
11135,When your hair blends into the branches ,1,0,0,0,0,40,7,0,0,0.0
11136,I did this ,1,0,0,0,0,11,3,0,0,0.0
11137,Thankfulness is the key to happiness ,1,0,0,1,0,37,6,0,0,3.0
11138,Shoutout Kanye for putting me onto harold's ,1,0,0,0,0,44,7,0,0,0.0
11139,No words can describe my gratitude ,1,0,0,1,0,35,6,0,0,-1.0
11140,iPhone photo check the one before I think Samsung took he better pic ,1,0,0,1,0,69,13,2,0,2.0
11141,Samsung photo ,1,0,0,0,0,14,2,0,0,0.0
11142,Yessir ,1,0,0,0,0,7,1,0,0,0.0
11143,Da bears ,1,0,0,0,0,9,2,0,0,0.0
11144,Had a great show met some cute kids and thanks Akon and Usher for the love tonight ,1,0,0,3,0,83,17,0,0,10.0
11145,Backstreets back ,1,0,0,0,0,17,2,0,0,0.0
11146,"I colored this  its dope Cuz I actually sat down for 30 min and finished I never can sit still for that long so it's an accomplishment, yes this took me 30 minutes haha I know I suck Don't judge me ",1,0,0,0,2,198,41,0,0,3.0
11147,Big things coming in the fashion world ,1,0,0,0,0,39,7,0,0,1.0
11148,Purpose tour! What's yours ,1,0,0,0,0,27,4,0,0,0.0
11149,Congrats Jason and Ashley Boyd ,1,0,0,0,0,31,5,0,0,2.0
11150,Whippin in that nasa foreign shout out Michael Jordan. ,1,0,0,0,0,55,9,0,0,0.0
11151,remember there's a God that loves you and is for you. Be still in his presence he will give you true rest ,1,0,0,1,0,106,22,2,0,6.0
11152,I love panos ,1,0,0,1,0,13,3,0,0,3.0
11153,Swirv ,1,0,0,0,0,6,1,0,0,0.0
11154,Congrats ken you look beautiful ,1,0,0,1,0,32,5,0,0,5.0
11155,How cute ,1,0,0,1,0,9,2,0,0,2.0
11156,Why ,1,0,0,0,0,4,1,0,0,0.0
11157,I'm serious about ,1,0,0,0,0,18,3,0,0,0.0
11158,My body looks like eyes nose and mouth ,1,0,0,1,0,39,8,0,0,2.0
11159,Bring ur green hat ,1,0,0,0,0,19,4,0,0,0.0
11160,Long night last night ,1,0,0,0,0,22,4,0,0,0.0
11161,Headed to the show ,1,0,0,0,0,19,4,0,0,0.0
11162,Dat ass doe photo cred ,1,0,0,0,0,23,5,0,0,-4.0
11163,"My soul breathing, I found my life when I laid it down ",1,0,0,0,0,55,12,0,0,0.0
11164,The best ,1,0,0,1,0,9,2,0,0,3.0
11165,The Champ ,1,0,0,1,0,10,2,0,0,0.0
11166,The great one ,1,0,0,1,0,14,3,0,0,3.0
11167,Grand Canyon ,1,0,0,1,0,13,2,0,0,3.0
11168,Uncle puff and Yeezy giving thanks to Jesus ,1,0,0,0,0,44,8,1,0,3.0
11169,All love ,1,0,0,1,0,9,2,0,0,3.0
11170,Love u brotha ,1,0,0,1,0,14,3,0,0,3.0
11171,"Love u guys.. I'm going to be canceling my meet and greets. I enjoy meeting such incredible people but I end up feeling so drained and filled with so much of other people's spiritual energy that I end up so drained and unhappy.. Want to make people smile and happy but not at my expense and I always leave feeling mentally and emotionally exhausted to the point of depression .. The pressure of meeting people's expectations of what I'm supposed to be is so much for me to handle and a lot on my shoulders. Never want to disappoint but I feel I would rather give you guys the show and my albums as promised. Can't tell you how sorry I am, and wish it wasn't so hard on me.. And I want to stay in the healthy mindset I'm in to give you the best show you have ever seen ;) ",1,0,0,8,7,771,152,1,0,9.0
11172,Glad to have you in my life Kanye. Also shout out to my pose I look like Matt lauer from the today show lol ,1,0,0,2,0,108,24,0,0,8.0
11173,Pre game warm up ,1,0,0,1,0,17,4,0,0,1.0
11174,Night out in la with the boys ,1,0,0,0,0,30,7,1,0,0.0
11175,Me and the big man on campus ,1,0,0,0,0,29,7,2,0,1.0
11176,Feels ,1,0,0,0,0,6,1,0,0,0.0
11177,My life is a movie ,1,0,0,0,0,19,5,0,0,0.0
11178,Look up at the stars for me tonight ,1,0,0,0,0,36,8,0,0,0.0
11179,So cool to be a part of this classic ,1,0,0,2,0,37,9,0,0,1.0
11180,Bless up ,1,0,0,1,0,9,2,0,0,2.0
11181,"Bay Area Thanks for hooking me up, ",1,0,0,0,0,35,7,0,0,2.0
11182,Let's go Portland ,1,0,0,0,0,18,3,0,0,0.0
11183,Love you jazzy ,1,0,0,1,0,15,3,0,0,3.0
11184,Work work work work work work ,1,0,0,6,0,30,6,0,0,0.0
11185,Purpose ,1,0,0,0,0,8,1,0,0,0.0
11186,11 year old Jb ,1,0,0,0,0,15,4,0,0,0.0
11187,John ,1,0,0,0,0,5,1,0,0,0.0
11188,Love this guy more than anything ,1,0,0,1,0,33,6,1,0,3.0
11189,Still the champ ,1,0,0,1,0,16,3,0,0,0.0
11190,Love u little Ryan!! Such a bright future ahead of you ,1,0,0,2,0,55,11,0,0,4.0
11191,"Thankful for these two legends, let the trip continue ",1,0,0,1,0,54,9,0,0,2.0
11192,Silly people's ,1,0,0,0,1,15,2,0,0,-1.0
11193,Lol ,1,0,0,0,0,4,1,0,0,3.0
11194,This tree gets a lot of action ,1,0,0,0,0,31,7,0,0,0.0
11195,"Just to see you smile, I'd do anything - Tim McGraw ",1,0,0,0,0,52,11,0,0,2.0
11196,We should start a fire ,1,0,0,0,0,23,5,0,0,-2.0
11197,Scariest photo I've ever taken and I shaved ,1,0,0,0,1,44,8,0,0,0.0
11198,Let's make some history ,1,0,0,0,0,24,4,0,0,0.0
11199,Damn I was lit ,1,0,0,0,1,15,4,0,0,-2.0
11200,Daaaaaaaaaa Bulls ,1,0,0,0,0,18,2,0,0,0.0
11201,New prodigy ,1,0,0,1,0,12,2,0,0,0.0
11202,Go bestfriend that's my bestfriend ,1,0,0,0,0,35,5,0,0,0.0
11203,Last night was crazy I wish we taped it ,1,0,0,0,1,40,9,0,0,-1.0
11204,Lil bro time ,1,0,0,0,0,13,3,1,0,0.0
11205,My Favorite little man came for a visit ,1,0,0,1,0,40,8,2,0,2.0
11206,You know I eat the cookie like I'm ,1,0,0,1,0,35,8,0,0,2.0
11207,Tree huggers ,1,0,0,0,0,13,2,0,0,0.0
11208,Love love love ,1,0,0,3,0,15,3,0,0,9.0
11209,Lol special song for grampsters ,1,0,0,0,0,32,5,0,0,3.0
11210,Funny how on Instagram everyone's suddenly an English teacher.. ,1,0,0,0,1,64,9,0,0,4.0
11211,San Francisco ,1,0,0,0,0,14,2,0,0,0.0
11212,She loving the crew ,1,0,0,1,0,20,4,0,2,2.0
11213,Life is like a box of chocolates ,1,0,0,1,0,33,7,0,0,2.0
11214,"Thank you for being the best big brother I could ask for , I'm constantly learning from you!! Love you Brandon ",1,0,0,3,0,111,21,2,0,9.0
11215,Look at Maejor ,1,0,0,0,0,15,3,0,0,0.0
11216,Showing off the chin hairs ,1,0,0,0,0,27,5,0,0,0.0
11217,Can't make Esther too jealous ,1,0,0,0,1,30,5,0,0,-2.0
11218,Look at Philips eyes ,1,0,0,0,0,21,4,0,0,0.0
11219,Phil ,1,0,0,0,0,5,1,0,0,0.0
11220,New addition to the family his name is Phil ,1,0,0,0,0,44,9,0,0,0.0
11221,Ur all dusty at hockey and anyone who wants to try and dangle Me i'll let u know right now I will snipe top cheese and I'm going to the show hahah ,1,0,0,2,1,147,32,0,0,2.0
11222,We got flowerz for the ladies and ,1,0,0,0,0,34,7,0,4,0.0
11223,Got something special coming ,1,0,0,0,0,29,4,0,0,0.0
11224,"These two people have helped me become who I've always wanted to become, so grateful for these 2. Thank you for your real honest friendships :) ",1,0,0,4,0,144,26,0,0,7.0
11225,Richies model face is priceless ,1,0,0,1,0,32,5,0,0,0.0
11226,You can't try and understand ,1,0,0,0,0,29,5,0,0,0.0
11227,Movie night with ,1,0,0,0,0,17,3,0,0,0.0
11228,My great grandpa swaggin ,1,0,0,1,0,25,4,2,0,3.0
11229,I flaunt in Introducing the spring 2016 campaign ,1,0,0,0,1,49,8,0,0,0.0
11230,Treehouse flo ,1,0,0,0,0,14,2,0,0,0.0
11231,Lazy Sunday ,1,0,0,0,1,12,2,0,0,-1.0
11232,She got me. Lol ,1,0,0,0,0,16,4,0,2,3.0
11233,"The ones who understand, understand. ",1,0,0,0,0,37,5,0,0,0.0
11234,What a boss  ,1,0,0,0,0,13,3,0,0,0.0
11235,Good height Poo ,1,0,0,1,0,16,3,0,0,3.0
11236,Poo bear ,1,0,0,0,0,9,2,0,0,0.0
11237,Rack em up ,1,0,0,0,0,11,3,0,0,0.0
11238,They don't want us having breakfast ,1,0,0,0,0,36,6,0,0,1.0
11239,"back in the gym, ",1,0,0,0,0,17,4,0,0,0.0
11240,Sweet dreams  ,1,0,0,1,0,14,2,0,0,3.0
11241,I enjoy traffic I can catch up on shows ,1,0,0,1,0,40,9,0,0,2.0
11242,What means what to you? what's in your creative world.? Dive into a place where it's just you and just your creativity see where that takes ya ,1,0,0,1,0,143,27,0,0,2.0
11243,Loll my explore page makes it look like I'm skateboarding haha ,1,0,0,1,0,63,11,0,0,5.0
11244,Thanks Yeezy the beige ones are hard ,1,0,0,0,1,37,7,0,0,1.0
11245,Happy Sunday say your prayers ,1,0,0,1,0,30,5,0,0,3.0
11246,My parter and I have put in work to make sure we have the best customization in the game but there's far more that to offer visit our website or visit the shop in Burbank details in bio ! ,1,0,0,2,0,188,39,0,0,3.0
11247,"Sick ,,, link in bio ",1,0,0,0,1,21,5,0,0,-2.0
11248,the best guy I know  ,1,0,0,1,0,21,5,1,0,3.0
11249,I made this meme. ,1,0,0,0,0,18,4,0,0,0.0
11250,Woke up outside to the sound of the ocean. This has to be one of my top memories ,1,0,0,1,0,81,18,0,0,2.0
11251,Be yourself even if people think you look silly chances are they just don't understand it ,1,0,0,0,1,90,16,0,0,1.0
11252,Best environment to write music other than right after a heartbreak ,1,0,0,2,0,68,11,0,0,3.0
11253,for all my tree huggers ,1,0,0,0,0,24,5,0,0,0.0
11254,Need to get back out and play some puck ,1,0,0,0,0,40,9,0,0,0.0
11255,"Hailey made me get corn rows like an absolute douche bag, these will be off tomorrow trust me Danny ",1,0,0,2,0,100,19,0,0,0.0
11256,Love you gramma Kate ,1,0,0,1,0,21,4,0,0,3.0
11257,Werk ,1,0,0,0,0,5,1,0,0,0.0
11258,Family talks ,1,0,0,0,0,13,2,0,0,0.0
11259,"Don't waste your time picking apart this photo. What you do shouldn't be decided by someone else's decisions. Spend more time focusing on who people are, and less on what they do unless it's directly affecting you! ",1,0,0,0,1,215,37,0,0,-1.0
11260,My night ,1,0,0,0,0,9,2,0,0,0.0
11261,That party last night was awfully crazy I wish we taped it. Thank you ,1,0,0,1,2,70,14,0,0,1.0
11262,Happy new year http://smarturl.it/JBPurpose ,1,0,0,1,0,44,4,0,0,3.0
11263,Happy New Years lets go ,1,0,0,1,0,24,5,0,0,3.0
11264,"Honestly I never thought I could love somebody the way I love these two children. They are strong, kind, smart and so charismatic! They are constantly making me want to be better, and I believe they will make me a better parent one day. I am so blessed and honored to play such a significant role in their life, and I'm looking forward to see what they become. And I know whatever that may be I will be proud! ",1,0,0,6,0,410,79,0,0,21.0
11265,Don't take your family for granted ,1,0,0,0,0,35,6,0,0,1.0
11266,I love you with all of my heart pops ,1,0,0,1,0,37,9,0,0,3.0
11267,the boyz r back in town ,1,0,0,0,0,24,6,0,0,0.0
11268,I'll take that ,1,0,0,0,0,15,3,0,0,0.0
11269,Follow me on snapchat my username is rickthesizzler ,1,0,0,0,0,52,8,0,0,0.0
11270, Sandcastlekings  ,1,0,0,0,0,18,1,0,0,0.0
11271,Me and Hollywood Adam as youngins ,1,0,0,0,0,34,6,0,0,0.0
11272,Never get to see this guy but when I do it's all laughs ,1,0,0,0,0,56,13,1,0,1.0
11273,Family time ,1,0,0,0,0,12,2,0,0,0.0
11274,Hollywood Adam at its finest haha ,1,0,0,1,0,34,6,0,0,6.0
11275,Me uncle kev ,1,0,0,0,0,13,3,1,0,0.0
11276,Merry Christmas ,1,0,0,1,0,16,2,0,0,3.0
11277,My bro is trying to swag harder than me. ,1,0,0,0,0,41,9,1,0,0.0
11278,Damn never would I have thought this ,1,0,0,0,1,37,7,0,0,-2.0
11279,My little broham ,1,0,0,0,0,17,3,0,0,0.0
11280,It's so sad but this is too funny had to post no disrespect ,1,0,0,0,3,60,13,0,0,-1.0
11281,Find yourself in the back ,1,0,0,0,0,26,5,0,0,0.0
11282,Great day ,1,0,0,1,0,10,2,0,0,3.0
11283,Sorry ,1,0,0,0,1,6,1,0,0,-1.0
11284,"Smiles are contagious, don't be afraid to smile they don't want you to be happy ",1,0,0,3,1,80,15,0,0,5.0
11285,Fly away with me ,1,0,0,0,0,17,4,0,0,0.0
11286,Good times good people good luck. ,1,0,0,3,0,34,6,0,0,12.0
11287,Lord knows ,1,0,0,0,0,11,2,1,0,0.0
11288,Listening to the most talented person on the planet besides me  I kid I kid but seriously  ,1,0,0,1,0,91,17,0,0,0.0
11289,Playing poker with sour patch kids ,1,0,0,0,1,35,6,0,0,0.0
11290,my brother ,1,0,0,0,0,11,2,2,0,0.0
11291,Honestly im not trying to show off!! I am so proud and grateful of the things that I have been blessed with and don't take it for granted. I feel so blessed that I STILL get excited and ask my friends to take a picture of me with it.. Never think I'm trying to throw it in your face !! ,1,0,0,3,0,286,60,0,0,9.0
11292,In case people think these were hickeys I've been having neck problems and its from this tool called graston to scrape the stagnant blood and scar tissue lol ,1,0,0,0,3,158,28,0,0,-1.0
11293,They don't want us to have breakfast lmao ,1,0,0,0,0,42,8,0,0,5.0
11294,Europe. Pre-sale for the is now available on fahlo.me/justinbieber. Thanks ,1,0,0,1,0,75,10,0,0,2.0
11295,New tattoo :) ,1,0,0,0,0,14,3,0,0,0.0
11296,Trust me dannyyy ,1,0,0,1,0,17,3,0,0,1.0
11297,I'm gonna drive safe don't worry! Not again!! Trust me Danny ,1,0,0,2,0,61,11,0,0,-1.0
11298,Omg who is this!! ,1,0,0,0,0,18,4,0,0,0.0
11299,Up for a Grammy with these guys thanks to everyone who has been a part of this amazing musical transition ,1,0,0,1,0,106,20,1,0,6.0
11300,Me and Dan compelled by the music ,1,0,0,0,0,34,7,0,0,1.0
11301,Crazy throwback ,1,0,0,0,1,16,2,0,0,-2.0
11302,"""Can I have your number please"" -Justin ""Nah"" -Rihanna ",1,0,0,0,0,55,9,0,0,1.0
11303,Great to be back in London Town  ,1,0,0,1,0,33,7,0,0,3.0
11304,Laughter is contagious ,1,0,0,0,1,23,3,0,0,-1.0
11305,Kobe beef ,1,0,0,0,0,10,2,0,0,0.0
11306,Head toward the light ,1,0,0,0,0,22,4,0,0,0.0
11307,Back in Asia ,1,0,0,0,0,13,3,0,0,0.0
11308,The face you make ,1,0,0,0,0,18,4,0,0,0.0
11309,No dice ,1,0,0,0,0,8,2,0,0,-1.0
11310,Just a throwback calm down ,1,0,0,1,0,27,5,0,0,2.0
11311,Haircut need ,1,0,0,0,0,13,2,0,0,0.0
11312,Hockey flow ,1,0,0,0,0,12,2,0,0,0.0
11313,Ridin dirty ,1,0,0,0,1,12,2,0,0,-2.0
11314,Throwback me and ,1,0,0,0,0,17,3,0,0,0.0
11315,That's me on the road ,1,0,0,0,0,22,5,0,0,0.0
11316,I found my life when I laid it down ,1,0,0,0,0,36,9,0,0,0.0
11317,Upward falling ,1,0,0,0,1,15,2,0,0,-1.0
11318,Ur hot then ur cold ur yes then you're no -the great Katy perry ,1,0,0,2,1,64,14,0,0,3.0
11319,Rocky ,1,0,0,0,1,6,1,0,0,0.0
11320,Jumpman jumpman jumpman ,1,0,0,0,0,24,3,0,0,0.0
11321,Every time I leave the city you ,1,0,0,0,0,32,7,0,0,-1.0
11322,UK goes hard ,1,0,0,0,1,13,3,0,0,-1.0
11323,Can anyone pull some strings I want this hoodie! ,1,0,0,0,0,49,9,0,0,1.0
11324,"Thank you to the Chainsmokers, u guys put on a hell of a show and honoured to be a part of it ",1,0,0,1,1,94,22,1,0,0.0
11325,Oooooo ,1,0,0,0,0,7,1,0,0,0.0
11326,I fell in love with the Cartier ,1,0,0,1,1,32,7,0,0,3.0
11327,I'm notorious for thinking you're full of beautiful instead of hollow ,1,0,0,1,2,70,11,0,0,0.0
11328,Black Friday Itunes Special ,1,0,0,0,0,28,4,0,0,0.0
11329,Adventures in the wilderness ,1,0,0,0,0,29,4,0,0,2.0
11330,iPhone camera is ridiculous now ,1,0,0,0,1,32,5,0,0,-3.0
11331,6am this morning ,1,0,0,0,0,17,3,0,0,0.0
11332,Tree of life ,1,0,0,0,0,13,3,0,0,0.0
11333,Happy thanksgiving ,1,0,0,1,0,19,2,0,0,3.0
11334,Hell find a way to rescue u ,1,0,0,0,1,28,7,0,0,-2.0
11335,Before the number was the name March 1st before player was the game I'm not the same as Michael even though he hall of fame I'm all hall of faith put me on the wall of change ,1,0,0,2,0,175,37,2,0,2.0
11336,Shout out to the amazing Alfred Mitchell brilliant absolutely brilliant. ,1,0,0,2,0,73,10,0,0,12.0
11337,"Good look, Harry pulls off this look better than I do smh ",1,0,0,2,0,58,12,0,0,5.0
11338,Parker family ranch ,1,0,0,0,0,20,3,0,0,0.0
11339,Thank u ,1,0,0,1,0,8,2,0,0,2.0
11340,He is living water thurst no more ,1,0,0,0,0,34,7,2,0,-1.0
11341,Let's go ,1,0,0,0,0,9,2,0,0,0.0
11342,Amas ,1,0,0,0,0,5,1,0,0,0.0
11343,So much love for for being a friend a brother and an amazing choreographer!! ,1,0,0,2,0,77,14,2,0,8.0
11344,Love to the bro thank you for always being a good friend and a good guy ,1,0,0,4,0,72,16,2,0,12.0
11345,tickets today https://t.co/G2VKo20VAz ,1,0,0,0,0,38,3,0,0,0.0
11346,This movie room is insane (not mine) Netflix and chill? ,1,0,0,0,1,56,10,0,0,-2.0
11347,John grey what an awesome man ,1,0,0,1,0,30,6,2,0,3.0
11348,I'm back on tonight with our  ,1,0,0,0,0,30,6,0,0,0.0
11349,On sale for starts at 10am local tomorrow. Added some more dates for first leg www.justinbiebermusic.com/tour ,1,0,0,0,0,110,16,0,0,0.0
11350,Candice ,1,0,0,0,0,8,1,0,0,0.0
11351,Thank you Parris for the sick dance vids ,1,0,0,1,1,41,8,0,0,0.0
11352,Me and my dad ,1,0,0,0,0,14,4,2,0,0.0
11353,Taking over UK's tonight for the album party. Tune in at 7. And as promised I followed u Roman. ,1,0,0,1,0,96,19,0,0,1.0
11354,It's time. right now. and I brought friends with me ,1,0,0,1,0,52,10,0,0,0.0
11355,On my way. Love the dedication. Thank u. See you soon . ,1,0,0,2,0,56,12,0,0,7.0
11356,Time to sing. On now. ,1,0,0,0,0,22,5,0,0,0.0
11357,Me and this beautiful soul tomorrow on the today show  ,1,0,0,1,0,55,10,0,0,3.0
11358,Thank you Elvis for always being a stand up guy ,1,0,0,1,0,48,10,1,0,2.0
11359,Me and the the crew :) thank you New York and my beautiful beliebers ,1,0,0,2,0,69,14,0,0,5.0
11360,Favorite song? ,1,0,0,1,0,15,2,0,0,2.0
11361,You give me ,1,0,0,0,0,12,3,0,0,0.0
11362,Tears are healthy ,1,0,0,1,0,18,3,0,0,0.0
11363,I'm always walking him out so he returned the favour thanks ,1,0,0,1,0,60,11,2,0,4.0
11364,Amazing night to end an amazing day also congrats Rich on ur book ,1,0,0,3,0,66,13,0,0,12.0
11365,My love prayers and thoughts are with the families of this horrible tragedy. ,1,0,0,1,1,77,13,0,0,-2.0
11366,We can Now livestream the 6PM show together from Staples tonight.. http://smarturl.it/EveningWithJBLive see u all to celebrate together tonight ,1,0,0,1,0,144,19,0,0,3.0
11367,Oops ,1,0,0,0,0,5,1,0,0,-2.0
11368,It's out! ,1,0,0,0,0,10,2,0,0,0.0
11369,now on and worldwide ,1,0,0,0,0,21,4,0,0,0.0
11370,now on worldwide ,1,0,0,0,0,17,3,0,0,0.0
11371,1 hour. ,1,0,0,0,0,8,2,0,0,0.0
11372,2 hours until released Worldwide. ,1,0,0,0,0,34,5,0,0,0.0
11373, ,1,0,0,0,0,1,0,0,0,0.0
11374,Hello Adele ,1,0,0,0,0,12,2,0,0,0.0
11375,Words can't describe how much can I love this guy ,1,0,0,1,0,50,10,1,0,3.0
11376,Hyfr ,1,0,0,0,0,5,1,0,0,0.0
11377,"This would be today's message, crazy how on point this is with my life ",1,0,0,0,1,71,14,0,0,-2.0
11378,Here we go. 3rd show added at TOMORROW. Album/ticket bundles on sale now!! http://smarturl.it/EveningWithJB Chicago and Houston up now too. See u soon. ,1,0,0,0,0,152,23,0,0,0.0
11379,I heard u. 3rd Staples added for Fri and Chicago & Houston next week. On sale 10am local tomorrow :) http://smarturl.it/EveningWithJB ,1,0,0,0,0,134,21,0,0,0.0
11380,First round of dates are up. Presale on Fahlo next week. http://www.justinbiebermusic.com/tour watch on today for more details ,1,0,0,0,0,127,18,0,0,0.0
11381,Talking with my guys and We made a great album boys. 2 more days to go. ,1,0,0,1,0,72,16,1,0,3.0
11382,My Beliebers still got it lol second show added for Staples on Friday http://smarturl.it/EveningWithJB2 ,1,0,0,0,0,104,14,0,0,3.0
11383,Let's go!!!! Staples Center  this Friday on sale now!! Ticket and album bundles here --> http://smarturl.it/EveningWithJB ,1,0,0,0,0,122,16,0,0,0.0
11384,Miss jazzy being this little ,1,0,0,0,1,29,5,0,0,-2.0
11385,"I wake up every morning and do at least one sudoku.. The right of your brain controls your creativity and the left is more calculation and problem solving. I'm trying to make sure I'm working both sides because I don't use my left side nearly enough, all I ever wanna do is be creative.. Challenge yourself even if it is a stupid little sudoku, or if you aren't challenged creatively try and write poems, or a story. ",1,0,0,1,2,417,77,0,0,-2.0
11386,Special event for special album with me this Friday at - on sale tomorrow at 10am pst ,1,0,0,0,0,86,17,0,0,0.0
11387,"My guy just premiered I wrote with Stream it now. in 4 days. ""My momma never liked you and she likes everyone"" ",1,0,0,2,0,111,22,1,4,4.0
11388,on starts today. Friday ,1,0,0,0,0,24,4,0,0,0.0
11389,My friend Derek just joined Instagram. He loves the new album ,1,0,0,1,0,62,11,2,0,4.0
11390,Wanna argue all day makin love all night ,1,0,0,1,0,41,8,0,0,3.0
11391,Love you Poo bear thanks for all you do for me ,1,0,0,1,0,47,11,0,0,5.0
11392,con sera disponible esta noche a medianoche :) ,1,0,0,0,0,47,8,0,0,0.0
11393,cover story ,1,0,0,0,0,12,2,0,0,0.0
11394,Help feed hungry children in North America. Go to for more info ,1,0,0,0,0,64,12,0,0,2.0
11395,Wcw Halsey ,1,0,0,0,0,11,2,0,0,0.0
11396,Wcw Beyonce ,1,0,0,0,0,12,2,0,0,0.0
11397,Wcw ,1,0,0,0,0,4,1,0,0,0.0
11398,Miss these guys ,1,0,0,0,1,16,3,1,0,-2.0
11399,What a beautiful family inside and out happy birthday Ken ,1,0,0,2,0,58,10,0,0,6.0
11400,what f stop do you use ,1,0,0,0,0,23,6,0,0,-1.0
11401,Once again teaching what a real pic looks like ,1,0,0,1,0,47,9,0,0,2.0
11402,New Song. ,1,0,0,0,0,10,2,0,0,0.0
11403,This lady is a jellyfish haha homemade costume ,1,0,0,0,0,47,8,0,4,3.0
11404,Brother time $ best time ,1,0,0,1,0,25,5,2,0,3.0
11405,Should I? Love to my bro Canadian boys really doing it. 1 (213) 322-1113 ,1,0,0,1,0,73,14,2,0,3.0
11406,Jackie moooooooooon ,1,0,0,0,0,20,2,0,0,0.0
11407,"Sadly it's Been a rough week for me, long days no sleep, while having to be ""on"" as they would say for cameras fans etc. In no way did I mean to come across mean, but chose to end the show as the people in the front row would not listen. Hopefully people will understand where I am coming from. I don't always handle things the right way but I'm human and I'm working on getting better at responding not reacting. Unfortunately people were affected by this as am I. For the people in the back I am so sorry and for anyone I may have disappointed im sorry. Sorry for wasting the tv people's time I'll be sure to make it up to you next time on tour.. With love Justin. ",1,0,0,4,7,667,132,0,0,-5.0
11408,My little brothers in Norway ,1,0,0,0,0,29,5,0,0,0.0
11409,Not real but I like it ,1,0,0,1,0,23,6,0,0,2.0
11410,Feet on fleek ,1,0,0,0,0,14,3,0,0,0.0
11411,available for preorder now :) find the murals in those cities. Thanks to all the artists who stepped up. ,1,0,0,1,0,105,19,0,0,2.0
11412,Track 18 ,1,0,0,0,0,9,2,0,0,0.0
11413,Track 17 ,1,0,0,0,0,9,2,0,0,0.0
11414,Track 16 ,1,0,0,0,0,9,2,0,0,0.0
11415,Track 15 it's called get used to it i don't know how this got by me. ,1,0,0,0,0,69,16,0,0,0.0
11416,Track 14 ,1,0,0,0,0,9,2,0,0,0.0
11417,Track 13 ,1,0,0,0,0,9,2,0,0,0.0
11418,Track 12 ,1,0,0,0,0,9,2,0,0,0.0
11419,Track 11 ,1,0,0,0,0,9,2,0,0,0.0
11420,Track 10 ,1,0,0,0,0,9,2,0,0,0.0
11421,Track 9 ,1,0,0,0,0,8,2,0,0,0.0
11422,Track 8 ,1,0,0,0,0,8,2,0,0,0.0
11423,Track 7 ,1,0,0,0,0,8,2,0,0,0.0
11424,Track 6 ,1,0,0,0,0,8,2,0,0,0.0
11425,Track 5 ,1,0,0,0,0,8,2,0,0,0.0
11426,Track 4 ,1,0,0,0,0,8,2,0,0,0.0
11427,Track 3 ,1,0,0,0,0,8,2,0,0,0.0
11428,Track 2 ,1,0,0,0,0,8,2,0,0,0.0
11429,Track 1 ,1,0,0,0,0,8,2,0,0,0.0
11430,Throwback they say they need a new bond it's my job to give it to em ,1,0,0,0,0,69,16,0,0,0.0
11431,Me and my ruby ,1,0,0,0,0,15,4,0,0,0.0
11432,Thank you for putting this smile on my face ,1,0,0,2,0,44,9,0,0,4.0
11433,Gotteem ,1,0,0,0,0,8,1,0,0,0.0
11434,Kinda cool ,1,0,0,1,0,11,2,0,0,1.0
11435, ,1,0,0,0,0,1,0,0,0,0.0
11436,When ur too tired for the world ,1,0,0,0,1,32,7,0,0,-2.0
11437,Lol sorry ,1,0,0,0,1,10,2,0,0,2.0
11438,"on and now. Preorder Purpose and get What Do You Mean, the remix with and :) new music ",1,0,0,0,0,87,18,0,0,0.0
11439,is now on - this album ...get ready. ,1,0,0,0,0,37,8,0,0,0.0
11440,OUT NOW on and ,1,0,0,0,0,15,4,0,0,0.0
11441,Happy to support my friend tonight at his premiere. Can't wait for you all to hear the song we made for ,1,0,0,2,0,104,21,0,0,6.0
11442,Good guy ,1,0,0,1,0,9,2,1,0,3.0
11443,New single tonight. Produced by Skrillex and Blood ,1,0,0,0,0,51,8,0,0,0.0
11444,in 2 days ,1,0,0,0,0,10,3,0,0,0.0
11445,New single ,1,0,0,0,0,11,2,0,0,0.0
11446,Me sonny and blood doing what we love most ,1,0,0,1,0,43,9,0,0,3.0
11447,http://smarturl.it/JBPurpose ,1,0,0,0,0,29,1,0,0,0.0
