Caption,Instagram,YouTube,Twitter
"To everyone who came to the show and everyone who wished us well tonight, thank you  We had an indescribably incredible time with you Dallas, thanks for making us the first tour to play back to back nights in AT&T Stadium  : ",1,0,0
Last night of tour with these 2 dream girls- we love you Baby C ,1,0,0
SOUND CHECK WITH THESE 2 BABES. Thank you for surprising the Dallas crowd with our first live performance of 'Babe'!!  ,1,0,0
We play this show one more time in America... a little later on tonight. I love you guys. Let's do this   ,1,0,0
Frolicking with Maren in an empty stadium and then a full one. Thanks for a magical evening guys. This was one to remember   ,1,0,0
This weekend Our last 2 US showsDallasAT&T Stadium ,1,0,0
Taking in every second of this tour- thank you New Orleans for being so incredible last night. My first time playing the Superdome and couldn't be happier that I got to play it with and - plus some purrfect friends came to see the show.  ,1,0,0
"A huge thank you to everyone who came to the show last night in Indianapolis. You guys broke the concert attendance record at Lucas Oil Stadium, and I loved dancing with you. It's pretty surreal that we only have 5 shows left in America cause it feels like this tour just started. See you in St Louis  ",1,0,0
"Loved playing in Kansas City last night  Thank you to everyone who came out, you guys broke the all time attendance record for Arrowhead Stadium!!  Only 6 shows left in America, I can't believe it. ",1,0,0
"Minneapolis you were a BLAST last night. I'm so stoked we get to play for you again tonight, and it feels surreal that we only have 8 shows left in America. WHERE DOES THE TIME GO. I love this tour and I'm seriously taking in every second of it.  ",1,0,0
"Nashville, last night was the first time I got to headline that stadium. Every second of the show meant so much to me, and I'm so grateful to and for coming out to sing 'Tim McGraw' with me. I first came to this city in search of a record deal when I was 11! I'm just as enamored by being here now all these years later. Thanks for an unforgettable night. : ",1,0,0
MIAMI I LOVE YOU!! You were so loud and FUN. Shout out to for killing it in her hometown and being just the greatest most precious magical human possible  : ,1,0,0
"Thank you to the 116,000 people who came to see us play in Atlanta this weekend!  love you guys  PS happy birthday to my incredible band leader/keys player!! So lucky to know you and work with you. : ",1,0,0
I LOVE YOU ATLANTA  We'll see you tomorrow night too! Thanks for being so loud and wild and fun tonight  : ,1,0,0
"Look at this HEAVENLY crowd tonight in Pittsburgh- thank you to everyone who came to the show, it was so great to be back in PA.  ",1,0,0
Olivia just realized I'm wearing earrings of her face. ,1,0,0
Behind the scenes of our secret rehearsal today before surprised Toronto with 'Summer of 69'!!!!  SO MUCH FUN TONIGHT TORONTO!! : ,1,0,0
"Toronto, thank you for a glorious night of glitter, guitars, dancing, screaming, singing, and snakes in a stadium. My serpents and I are so excited to get to play for you again tonight   : ",1,0,0
"Tonight I realized I'm like, constantly reaching for invisible things while onstage? ANYWAY. Another insanely dream-like night at !!! See you tomorrow  : ",1,0,0
"So wait... we get to play 2 more nights at ??! Sounds fake?!? You guys were UNREAL tonight. We can't wait to see you again, and again after that.  : ",1,0,0
Hay&Tay looking like we're in a musical : ,1,0,0
FULL  RAIN  SHOW  Last night we all danced together for 2 hours in the pouring rain - who knows what the Jersey skies will bring us tonight but we're *ready for it*  : ,1,0,0
"With you, I'd dance in a storm in my best dress.  : ",1,0,0
Delicate is a song that was written about such a vulnerable time in my life and I can't express to you how grateful I am that it's gone You guys astonish me with your support. Guess you could say I'm feeling PRETTY DELICATE about the whole thing I LOVE YOU SO MUCH  ,1,0,0
"GUYS I GOT A NEW DRESS, LOOKIN LIKE A PROUD SHINY TIDE POD OUT HERE Also MetLife Stadium night 1 was a COMPLETE BLAST and I'm so excited to play here two more nights !!!!!!!  ",1,0,0
PHILLY I LOVE YOU!!!! This hometown crowd  See you again tonight for round 2!! ,1,0,0
"They walk into the meet and greet and he says ""We met 5 years ago at the Red Tour"" and then.....  ",1,0,0
Take pictures in your mind of your childhood room... ,1,0,0
Take me home  ,1,0,0
"Meredith, an intellectual ",1,0,0
"Check out the other pics to see why I'm smiling  DC you were SO incredible, thank you for having us these past 2 nights.  ",1,0,0
"Washington DC night 1, THAT WAS WILD, and now we get to play for you AGAIN tonight!!! PS scream extra loud for tonight cause it's his birthday!   ",1,0,0
"TS: It sounds like you take ownership of the past, and not just the good parts. PB: I do. Absolutely.  ",1,0,0
"""You have to remember that nothing remains the same."" -Pattie Boyd  ",1,0,0
"When I finished reading Pattie Boyd's incredible memoir Wonderful Tonight, I felt inspired and intrigued. I wanted to ask her about her life, sit down and talk about all things 1960's London, Beatlemania, and how it felt to be on the other side of songwriting: the side of the muse. So that's what we did, and she is now my forever lady crush. Thank you for this opportunity and for taking these photos!! And of course Pattie  ",1,0,0
All the kittens care about is taking selfies ,1,0,0
THIS IS WHAT YOU LOOKED LIKE TONIGHT COLUMBUS YOU WERE BEAUTIFUL ,1,0,0
"I'm so grateful for these women, for the words they've written and the worlds they've created through their art.. so stoked to have you at the show in London and JK . Always. ",1,0,0
"Still processing how special last night was, thank you London for two incredible nights at Wembley Stadium. I'll NEVER forget the sound of the crowd when Robbie Williams showed up to sing Angels, that was UNREAL!! Thank you to Robbie, that was such a spectacular moment and it meant so much to so many people, including me.   ",1,0,0
Thank you for a magical first night at Wembley Stadium   ,1,0,0
Soundcheck at Wembley Stadium with this guy THANK YOU for surprising the crowd tonight!!!  ,1,0,0
Last weekend I got to see this beautiful sight looking out at the crowd at Croke Park. Tomorrow and Saturday we're coming for you Wembley  Can't wait! ,1,0,0
Me when I see a cat.  ,1,0,0
"There are no rules when you show up here, bass beat rattling the chandelier...   ",1,0,0
"Can't believe we get to play Croke Park again tonight, my heart is still racing from last night's crowd and now we get to do it again!!!!   ",1,0,0
"My first Irish stadium show  I can't even explain how it felt looking at the crowd tonight at Croke Park in Dublin, I love you so much and I can't believe we get to play for you again tomorrow night!! : ",1,0,0
Walked into my dressing room to find roses from and I WAS NOT READY FOR IT. I LOVE U2 I LOVE IRELAND LETS DO THIS CROKE PARK!!! ,1,0,0
"I'm sorry to tell you one of our amazing dancers, Nadine, was involved in a car accident a few days ago. While she takes time to recover and heal, we're all wishing her a speedy recovery and are looking forward to her return to the tour. We all love you Nadine and can't wait to have you back  ",1,0,0
DUBLIN!! I can't wait to play for you on Friday and Saturday!  : ,1,0,0
This breathtakingly gorgeous Saturday night Manchester crowd...   ,1,0,0
We'll see you in a few hours Manchester!!   ,1,0,0
I  Manchester  Can't wait to play for you again!!  ,1,0,0
My first UK stadium show!!! I love you Manchester!! We'll see you tomorrow  ,1,0,0
Just over here daydreaming about playing Manchester tomorrow...  ,1,0,0
"""Without your past, you could never have arrived- so wondrously and brutally- By design or some violent, exquisite happenstance ...here."" : ",1,0,0
"Manchester, see you June 8 and 9!  : ",1,0,0
"RAIN SHOW ALERT  We haven't had a proper rain show in years and tonight was so magical and unforgettable. Thank you to the 104,000 people who came to see us play in Chicago this weekend. I LOVE YOU!!  ",1,0,0
Knew I was a robber first time that he saw me.   ,1,0,0
I  CHICAGO!!!!!!!!!!!!! See you tomorrow night  ,1,0,0
"I missed you UK! We'll be back to the UK and Ireland to see you SO soon on the Reputation Stadium Tour at Etihad Stadium in Manchester (June 8 and 9), Croke Park in Dublin (June 15 and 16), and Wembley Stadium in London (June 22 and 23)!  : / ",1,0,0
"Swansea, we loved playing for you!! You sang SO loud! My guitarist took this, look at you  Thank you ",1,0,0
"Made your mark on me, a golden tattoo. ",1,0,0
Love made me crazy. If it doesn't you ain't doin it right. ,1,0,0
"Denver look how GORGEOUS all 58,000 of you looked tonight. My first stadium show in Denver!! I love you guys  ",1,0,0
"Okay Seattle that was INSANE. THANK YOU to the 56,000 people who came to see us tonight!! ",1,0,0
Tay Tay and TyTy  : ,1,0,0
My first award show in a few years and it was so much fun thanks to you  I love you guys. PS thanks for this delicate dress. : ,1,0,0
Billboard Awards ,1,0,0
BTS  So great meeting you!! You're killing it!! ,1,0,0
I'd do it over and over and over again if I could.  ,1,0,0
My my my... : ,1,0,0
"To the person I could call at any time of day, who has been there no matter what... you absolutely KILLED IT tonight and everyone was so excited to see you. I love you, and 60,000 people at the Rose Bowl loved you too. : ",1,0,0
Thank you for surprising the Rose Bowl crowd tonight. YOU ARE THE GREATEST and I'm obsessed with everything I've heard from your new album. My 1989 tourmate came back!!!! : and ,1,0,0
Crimson red paint on my lips...  ,1,0,0
Can't wait to play Rose Bowl Friday and Saturday!  : and ,1,0,0
Me the day after a show. ,1,0,0
Love you guys   ,1,0,0
"110,000 thank you's to the 110,000 people who came to see us this weekend in Santa Clara, CA. I LOVE YOU. ",1,0,0
"Don't blame me, love made me crazy... See you tonight, Santa Clara  ",1,0,0
"We'll see you tomorrow and Saturday, Santa Clara CA! ",1,0,0
 ,1,0,0
"I had the time of my life with you Glendale, Arizona.  ",1,0,0
 STADIUM TOURMATES  : ,1,0,0
"Fact: I've never been more excited about a tour than I am about this one. And it starts TOMORROW. Also, not even remotely tour related, but today I met a cactus.  ",1,0,0
I want your midnights... 4 days til Reputation Stadium Tour  ,1,0,0
Darling I'm a nightmare dressed like a.... girl rehearsing for her tour that starts in 9 DAYS. ,1,0,0
Daily run-throughs because it's 10 DAYS AWAY. ,1,0,0
11 days til Reputation Stadium Tour  First 3 shows will be Glendale AZ (May 8) then 2 in Santa Clara CA (May 11 and 12)!! ,1,0,0
12 days til Reputation Stadium Tour!!! ,1,0,0
13 days til Reputation Stadium Tour  ,1,0,0
Go ahead and light me up. ,1,0,0
Ur so gorgeous ,1,0,0
rep ,1,0,0
Deep blue but you painted me golden. ,1,0,0
Say hi to the reputation Stadium Tour dancers!! Been spending my days rehearsing with these overwhelmingly talented people. 28 DAYS TIL GLENDALE AZ ,1,0,0
"Went back and played the Bluebird Cafe in Nashville! I played there for the first time when I was 14. There were bunny ears and  this time, thanks to Craig Wiseman.  ",1,0,0
Times Square is looking so *delicate* right now THANKS  ,1,0,0
"No one should have to go to school in fear of gun violence. Or to a nightclub. Or to a concert. Or to a movie theater. Or to their place of worship. I've made a donation to show my support for the students, for the March For Our Lives campaign, for everyone affected by these tragedies, and to support gun reform. I'm so moved by the Parkland High School students, faculty, by all families and friends of victims who have spoken out, trying to prevent this from happening again. ",1,0,0
Repu-hearsals  ,1,0,0
We are all stretching to prep for that tour choreo. ,1,0,0
out now. Link in bio. ,1,0,0
The Swift Life is available for free worldwide in the App Store. See you there! ,1,0,0
"I love you guys so much. This was a photo took at Jingle Bell Ball in London a few days ago. I couldn't have asked for a better year, all thanks to you. Thanks for all the birthday wishes. Can't wait to see what 28 will be like. See you on tour  ",1,0,0
Big reputation  Photo credit: Kevin Mazur ,1,0,0
"New York YOU WERE AMAZING !!!!!!!!!! Thanks Z100, what a night  Photo credit: Kevin Mazur ",1,0,0
Our faces here make it pretty clear that WE LOVE YOU CHICAGO  Photo Credit: Andy Argyrakis ,1,0,0
There's glitter on the floor after the party. ,1,0,0
I never trust a narcissist But they love me... ,1,0,0
"Inescapable I'm not even gonna try. And if I get burned, At least we were electrified. ",1,0,0
"Deep blue, but you painted me golden. ",1,0,0
"Thank you and for your passion, spirit, and contagious laughter on set. Mert and Marcus took these photos for and my album photos for reputation, and it's been such a bonding experience working together so closely and talking so much about what we wanted to make. It's been a while since I've done a magazine cover. I'm really happy my first one back was with such wonderful people. ",1,0,0
Poptopia Photo credit ,1,0,0
Thank you to everyone who came to Poptopia in San Jose tonight!!! You guys were EXCELLENT. This was taken by while I was playing 'I don't wanna live forever'. ,1,0,0
We'll see you later on tonight in San Jose at POPTOPIA! Photo credit: Kevin Winter ,1,0,0
I feel that the lighting in this picture truly captures how angelic is for coming out and singing End Game with me  Photo credit: Kevin Winter ,1,0,0
Last night was funnnn. Thank you to everyone who came to KIIS-FM Jingle Ball YOU WERE SO LOUD! And dancy. And wonderful. Photo credit: Kevin Mazur ,1,0,0
Thank you  ,1,0,0
A huge thank you to one of my favorite photographers  ,1,0,0
I absolutely adore you  ,1,0,0
Thank you so much  ,1,0,0
is out now. Let the games begin. ,1,0,0
is out. Let the games begin. ,1,0,0
Waiting for like... ,1,0,0
2 days until ,1,0,0
3 days until ,1,0,0
Friday. ,1,0,0
Call It What You Want. Midnight Eastern. ,1,0,0
"A glimpse into the making of There's a video of me writing ""Gorgeous"" on 's YouTube page. Link in bio. ",1,0,0
Link in bio. ,1,0,0
There will be no further explanation. There will just be reputation. ,1,0,0
reputation magazines Vol.1 & Vol. 2 Target exclusive. Nov. 10. Pre-order now. ,1,0,0
...ready for it? New single out now. Pre-order (link in bio) and find out about tickets and merch at taylorswift.com ,1,0,0
the other day at what a beautiful show! ,1,0,0
mini me ,1,0,0
NEW campaign by thank you thank you !!! ,1,0,0
"sadly, i never personally knew you, but knowing i'm capable of all these emotions for someone i only knew from a far makes me feel more human than ever. you had the magical ability of bringing people together, through sports and through your soul. we feel you so heavily today, i know you can feel us too. rest peacefully Kobe, Gigi and the rest of the passengers we lost today. my heart truly goes out to all the families. give a big hug to the people you love today and always ",1,0,0
we both use  ,1,0,0
howdy ,1,0,0
NEW CAMPAIGN BY & ,1,0,0
British Vogue by ,1,0,0
back to work ,1,0,0
flashback to my birthday but also episode 9 is out ,1,0,0
Styling made easy with !! ,1,0,0
jellyfish and mosquito's ,1,0,0
loving this new bag! ,1,0,0
 ,1,0,0
friendssss ,1,0,0
went to for the holidays and put together my favorites for my holiday wish list. see more in my stories! ,1,0,0
coziest weather ,1,0,0
"everyone in favor of Fai and i starting a family say ""I""  ",1,0,0
remember this? ,1,0,0
find  ,1,0,0
new December  by ,1,0,0
The x collection is made of dreams. happy to be part of The main collection launches 07.NOV.2019 ,1,0,0
thank you for the love ,1,0,0
yesterday we all took our cars to the track and i learned how to drift :)))) SWIPE cuz this shit makes me happy ,1,0,0
forest fairy and friends ,1,0,0
forest fairy ,1,0,0
The x main collection launches 07.NOV.2019 ,1,0,0
last year's halloween  ,1,0,0
the 1 ,1,0,0
new story by ! ,1,0,0
psycho + psycho =  ,1,0,0
Lounging in for ,1,0,0
new by ,1,0,0
look mom i'm a mermaid new video by  ,1,0,0
MY FRIENDS  ,1,0,0
we don't date he's just my date  ,1,0,0
scorpio season is a'comin ,1,0,0
swipe for me and my twin ,1,0,0
 ,1,0,0
new cover by  ,1,0,0
my favorite little bag  ,1,0,0
"EPISODE 8 ""GLOBAL IS NOBLE"" check it out on  ",1,0,0
love this cropped puffer ,1,0,0
"beautiful show, thank you for having me ",1,0,0
One of my favorites from the new campaign in the over-the-knee boots ,1,0,0
just chasing sunsets ,1,0,0
loves summer ,1,0,0
last day on set for the summer ,1,0,0
 ,1,0,0
w/  ,1,0,0
"when my acne was at its worst, I was a high schooler who didn't want to leave the house. Now I'm content with my skin. If you want to try Proactiv, you won't regret it. Link in bio. ",1,0,0
out now by ,1,0,0
mems  ,1,0,0
hope aliens dig me ,1,0,0
classic alien hand ,1,0,0
lights just better here ,1,0,0
last nights show! ,1,0,0
tonight at amfAR wearing x  ,1,0,0
cranberry legs ,1,0,0
"NEW cover, June issue, wearing  ",1,0,0
by ,1,0,0
click bait? ,1,0,0
happy mother's day ,1,0,0
"sorry for more, but also not ",1,0,0
pre Met loved my last night   ,1,0,0
MET 2019 - THANK YOU hand-crafted  ,1,0,0
"Can't stop using my new favorite thing, my whitening pen. ",1,0,0
glow in the dark friends ,1,0,0
heading to the HOUSE last weekend. Make sure you go check it out ,1,0,0
NEW  campaign ,1,0,0
NEW May issue cover story by my loves  ,1,0,0
 ,1,0,0
getting into the groove of using my products  ,1,0,0
Soho NYC ,1,0,0
 bts shot by ,1,0,0
learning moms recipe ,1,0,0
 ,1,0,0
sunday's for the girls ,1,0,0
by  ,1,0,0
all new women's day ep! LIVE NOW ft. link in bio  ,1,0,0
good morning  ,1,0,0
middle school ,1,0,0
 ,1,0,0
Just some light stretching. Excited to share my latest for in the stretch stilettos ,1,0,0
last night at ,1,0,0
"i'm not a spy, you're a spy ",1,0,0
Excited to be a part of the new campaign celebrating what it means to live in the now. Thank you . ,1,0,0
"today is the only full super moon in Virgo this year-- what an honor to be a part of your beautiful shows. what an honor to be your bride. what an honor to be your friend.  RIP Karl, you are greatness in its purest form. we will remember you forever indeed, Virgo ",1,0,0
this Disney classic by ,1,0,0
cant wait to see what's to come with and at London Fashion Week this weekend. ,1,0,0
tonight  ,1,0,0
Excited to have celebrated the Modern Love exhibition with And loved my custom True choker! ,1,0,0
Allure March issue by my darling  ,1,0,0
more of  ,1,0,0
"yes, no, maybe so? ",1,0,0
told you it was drama shot by & ,1,0,0
DRAMA. my Feb. cover by & !! one of my favorite shoots i've ever done! can't wait for you guys to see the rest. dream come true!  OSSESSIONE ,1,0,0
call me... i'm waiting ahh teaser videos by  ,1,0,0
"sweet, tiny noodle! your energy is powerful, i hope the world offers you nothing but beautiful things. i love you Stormeroo! happy 1st birthday  ",1,0,0
i'll drive ,1,0,0
Excited to be part of the Spring 2019 campaign with and !!! ,1,0,0
"While there are much bigger problems happening in the world, suffering from acne for me was debilitating. It's something that I've dealt with since I was a young teen and has caused me to feel anxious, helpless and insecure. As humans, I don't think we share our insecurities enough because we live in a time where being ""perfect"" is the standard. We curate our life online and pick the pretty moments to post. I'd like to show a younger generation that not everything is perfect. Being insecure about my acne gave me thick skin but I wouldn't ever wish that feeling upon anyone so after trying countless options, I found something that has been helpful in maintaining clear skin for me. It's been a long journey but I'm excited for where my skin is now. I didn't think I'd see the day where I would feel confident posting a makeup free picture. My goal is to open up a dialogue around skin positivity.  ",1,0,0
i do my own stunts ,1,0,0
adidasSLEEK always ,1,0,0
really into green these days  Happy New Year! ,1,0,0
fuck it's cold ,1,0,0
 ,1,0,0
merry christmas  ,1,0,0
temper tantrums get the best of us ,1,0,0
new campaign! shot by  ,1,0,0
bts ,1,0,0
a throwback for all 100M of you! LOVE YOU LOTS. always THANKFUL  ,1,0,0
sasha's film for ,1,0,0
moments before and during the fashion show ,1,0,0
"anytime, anyplace  ",1,0,0
all my siblings posting their babies and shit and i'm just like... ,1,0,0
so thankful wow ,1,0,0
 ,1,0,0
Presenting live from London! So excited for you Collection drops tomorrow. ,1,0,0
 ISSUE 2 cover by ,1,0,0
i've had so much pasta since this day ,1,0,0
thank you for honoring me with Icon of the Year  ,1,0,0
always an honor  ,1,0,0
tonight at  ,1,0,0
Special gatefold back cover for issue 2.....launching on Nov 15th By Styled by Make up Hair Wearing ,1,0,0
happy happy birthday to my gorgeous mom!!! i love you lots you rockstar  ,1,0,0
thank you  ,1,0,0
"not a costume, a lifestyle ",1,0,0
throwback VS vibe with my sisters  thank you for letting us steal your wings for the night ,1,0,0
happy halloween kids  ,1,0,0
"you're tiny and cute, ok? ",1,0,0
shazam ,1,0,0
should we shag now or shag later baby? ,1,0,0
do i make you randy? ,1,0,0
The warmest. The coolest. The baddest. ,1,0,0
happy birthday to my beautiful sister  ,1,0,0
 by ,1,0,0
Super warm. Super cool. Super super. ,1,0,0
i love naps ,1,0,0
inner peace is the mission ,1,0,0
don't me ,1,0,0
bye Milano! ,1,0,0
thank you MILAN  ,1,0,0
luka said hot mess ,1,0,0
technically this is just my torso... ,1,0,0
find me sometime ,1,0,0
wonderful show  ,1,0,0
 ,1,0,0
TUNE IN NOW WORLD LINK IN BIO ,1,0,0
we didn't win anything  ,1,0,0
i love clouds ,1,0,0
 ,1,0,0
LOVE  ,1,0,0
we're 21 bitch! ,1,0,0
who is she? ,1,0,0
read about me cover story by ,1,0,0
brothers ,1,0,0
listen to momma ,1,0,0
"my beautiful family, shot by me, in Join Our Family. ",1,0,0
bts w/ ,1,0,0
love being back with my sisters in the new Fall 2018 underwear & jeans campaign. Join Our Family. see more at calvinklein.com/mycalvins ,1,0,0
Prada  ,1,0,0
shit ,1,0,0
fan edited  meow ,1,0,0
alien sister ,1,0,0
gotta dig deep for the good shit ,1,0,0
me and bells in  ,1,0,0
back at Met w/  ,1,0,0
happy camper ,1,0,0
boys boys boys ,1,0,0
sneak peek. happy birthday  ,1,0,0
4am  ,1,0,0
 ,1,0,0
Vogue Turkey  ,1,0,0
Vogue Turkey cover with this sexy guy!  ,1,0,0
cute but she'll rip your face off ,1,0,0
she'll get yuh ,1,0,0
bone-dry ,1,0,0
 ,1,0,0
they let me bring my camera into The Met  ,1,0,0
CANNES ,1,0,0
oops ,1,0,0
the story! ,1,0,0
new Elle cover! thank you thank you photographed by the lovely  ,1,0,0
heavenly hungover ,1,0,0
we're extra af  ,1,0,0
Met! thank you for my look tonight  ,1,0,0
Met! ,1,0,0
Met! almost time ,1,0,0
excited  ,1,0,0
i love this wow you guys are cool ,1,0,0
loli ,1,0,0
the 1st pic is how i feel about 90 million of you! lots of love  ,1,0,0
keeping my feelings low key ,1,0,0
the party Gods got me ,1,0,0
 ,1,0,0
bye! ,1,0,0
tune in!  ,1,0,0
lil turtles ,1,0,0
busy ,1,0,0
dreaming  ,1,0,0
my people ,1,0,0
vogue video by  ,1,0,0
shot by  ,1,0,0
thrilled to cover April dreamers issue!! Vogue continues to make my dreams come true.  shot by my babies ,1,0,0
watch out ,1,0,0
"love you, mean it ",1,0,0
moody af ,1,0,0
tell me more ,1,0,0
Escaping to the beautiful life with ,1,0,0
March issue cover story ,1,0,0
March issue cover ,1,0,0
never before seen 2016 ,1,0,0
my new baby dragon  ,1,0,0
"i'll miss your kisses forever Gooby  i know you're up there swimming, little fishy ",1,0,0
gangs all here ,1,0,0
our family. ,1,0,0
this coat! backstage ,1,0,0
2018! Harper's Bazaar & ,1,0,0
honored and humbled to be able to attend the Golden Globes with . my eyes were opened and my heart is full seeing all of the men and women who were a part of this vital change! i too stand with all women. ,1,0,0
LOVE cover by me  ,1,0,0
MY BABY ,1,0,0
loner life  ,1,0,0
merry merry ,1,0,0
xmas eve party last year  ,1,0,0
missing you ,1,0,0
tomboy at heart ,1,0,0
super8 BTS by ,1,0,0
family xmas card DAY 12 ,1,0,0
brb  ,1,0,0
who cares??? ,1,0,0
"welcome, super moon  ",1,0,0
peaches and the mangos ,1,0,0
moments  ,1,0,0
they grow up so fast  SYRE ,1,0,0
wavy ,1,0,0
thank you for all the bday love  see the link in my bio to help my bday wishes come true by donating to my Charity: Water birthday campaign! xo ,1,0,0
 Poster Book Issue One. shot by this legend  ,1,0,0
it's that time of year again  ,1,0,0
84deg ,1,0,0
new in Vogue ,1,0,0
by me ,1,0,0
"love, Milano  ",1,0,0
SO FUCKING MAJOR ,1,0,0
Ralph ,1,0,0
thank you! thank you! ,1,0,0
write to me  ,1,0,0
little man gets me ,1,0,0
 ,1,0,0
"W Korea, September issue by ",1,0,0
Hollywood reporter ,1,0,0
sister power... girl power  ,1,0,0
moody ,1,0,0
peep the adidas tho ,1,0,0
 new from ,1,0,0
made my day :) ,1,0,0
i don't smoke ,1,0,0
stupid flower boy ,1,0,0
gotta support the homies  i'm so proud of and Valerian was amazing  ,1,0,0
jet lag ,1,0,0
new campaign shot by Karl  ,1,0,0
me and rn ,1,0,0
Fendi ,1,0,0
cowboy fun ,1,0,0
they're playing our song ,1,0,0
rest of 2017 ,1,0,0
 ,1,0,0
Vogue by Theo ,1,0,0
security never slackin ,1,0,0
f/w17 by me ,1,0,0
 ,1,0,0
legally blonde vibes  ,1,0,0
thank you  ,1,0,0
"swipe , cuz my dress was WORKING ",1,0,0
always been an OG ,1,0,0
you won't find me ,1,0,0
my baby girl ,1,0,0
cheeks were just out last night ,1,0,0
La Perla at the Met ,1,0,0
playing dress up ,1,0,0
dreamy ,1,0,0
 ,1,0,0
"water covers 70% of our planet, but 663 million people still don't have access to clean and safe drinking water. today is and we can help change that. please join me in standing with follow and click the link in my bio to learn how you can get involved! ",1,0,0
polaroids by me ,1,0,0
Empire State building ft. me ,1,0,0
behind the scenes with Harpers Bazaar ,1,0,0
Harper's Bazaar 150th anniversary issue. stay tuned... ,1,0,0
better talk nice ,1,0,0
new mixtape ,1,0,0
oh pee wee ,1,0,0
honored to be a judge for the LVMH young designers! ,1,0,0
last round ,1,0,0
VogueGirl ,1,0,0
 ,1,0,0
bathroom selfie  ,1,0,0
super super ,1,0,0
it's a ting ,1,0,0
spirit animal ,1,0,0
Sienna by me. LOVE 17 cover ,1,0,0
by me. LOVE 17 cover ,1,0,0
gang ,1,0,0
March Issue ,1,0,0
"Vogue, March issue, with all these lovely ladies ",1,0,0
DropOne coming soon ,1,0,0
no smoking  ,1,0,0
Kaia by me for LOVE ,1,0,0
there's no crying in baseball ,1,0,0
love a good party ,1,0,0
the most trouble ,1,0,0
me ,1,0,0
i wish i could have been a part of this amazing history. beyond proud. ,1,0,0
GIVENCHY ,1,0,0
read a book ,1,0,0
sweetboy and all his sweetness ,1,0,0
vitamin D ,1,0,0
chaos ,1,0,0
Moi is amazing ,1,0,0
viiiibe ,1,0,0
January issue by  ,1,0,0
last night with Mike ,1,0,0
waking up in ,1,0,0
swim in the light ,1,0,0
new campaign ,1,0,0
friends in Vogue :) by ,1,0,0
kenny's pink xmas ,1,0,0
after ,1,0,0
before ,1,0,0
burger please ,1,0,0
last year ,1,0,0
trouble ,1,0,0
we're off! ,1,0,0
get ,1,0,0
return of the mack by me ,1,0,0
happy by me ,1,0,0
shy boy by me ,1,0,0
pit stop ,1,0,0
her her her her ,1,0,0
vintage Paris Hilton vibes ,1,0,0
21 21 ,1,0,0
Estee days  ,1,0,0
ughhhh ,1,0,0
out takes ,1,0,0
sunday night ,1,0,0
dad's dad ,1,0,0
calm cool and collected ,1,0,0
low key look ,1,0,0
dibs? ,1,0,0
we always roll like this ,1,0,0
"if you don't know, now you know ",1,0,0
voting is cute || rtvote.com/Kendall ,1,0,0
always getting me around ,1,0,0
Spanish Vogue by ,1,0,0
German Vogue by ,1,0,0
Spanish Vogue October issue shot by ,1,0,0
Paris please ,1,0,0
Karl by me ,1,0,0
bb ,1,0,0
German Vogue October issue shot by my loves ,1,0,0
can't touch this ,1,0,0
this was cool ,1,0,0
vibe ,1,0,0
October Australian Vogue shot by ,1,0,0
selfies with fans  ,1,0,0
me on tonight on ABC! ,1,0,0
unpublished by + ,1,0,0
Vogue Japan | October 2016 cover shot by ,1,0,0
UFO ,1,0,0
siiick ,1,0,0
thank you for getting us to Turks safe and sound ,1,0,0
baby flowa ,1,0,0
"Turks and Caicos, courtesy of ",1,0,0
more from Vogue shot by & ,1,0,0
"in a room with a bunch of people I love, looking at this cover made me cry. I FUCKING DID IT. SEPTEMBER VOGUE. this is the coolest thing ever! can't thank you enough Anna, for giving me the honor. September issue, photographed by and and styled by See the cover story and photos in the link in my bio.  ",1,0,0
is helping to give the gift of sight to those in need. I have teamed up with them to double their donations for every pair sold in the next 24 hours so that we can do even more good together. Help us spread the love ,1,0,0
Luka man ,1,0,0
 ,1,0,0
MJ ,1,0,0
us kids ,1,0,0
LOVE MAG ,1,0,0
tea time ,1,0,0
Kaia photographed by me for LOVE magazine  ,1,0,0
Fendi FW16 campaign shot by ,1,0,0
pals ,1,0,0
da city ,1,0,0
one of the most beautiful shows last night with ,1,0,0
the 4th in Malibu thanks to  ,1,0,0
weekend  ,1,0,0
workin ain't yuh? ,1,0,0
london town ,1,0,0
new shot for Le Rouge Gloss ,1,0,0
Marc Jacobs fall '16 campaign shot by David Sims. thank you for everything Marc and Katie!!  ,1,0,0
 ,1,0,0
sus face  ,1,0,0
Kylie stole my camera ,1,0,0
you said it sis  ,1,0,0
new SWIM Top Shop out NOW! ,1,0,0
put me in coach ,1,0,0
rest peacefully you legend ,1,0,0
sneak peek bathing suits w/ Top Shop ,1,0,0
save the drink ,1,0,0
hi JLaw! ,1,0,0
morning smog ,1,0,0
swimming back to America like ,1,0,0
at the moment ,1,0,0
yesterday in Cannes ,1,0,0
cover shot by the wonderful  ,1,0,0
flashback Cannes 2015. I'm back  ,1,0,0
field trip  kids are all home ,1,0,0
kids these days ,1,0,0
monkey days  ,1,0,0
Ky by Me ,1,0,0
North by Me ,1,0,0
Moi by Me ,1,0,0
last night  ,1,0,0
Met 2016. thank you ,1,0,0
honored to be here ,1,0,0
one of my favorite days with one of my favorite people...Happy Birthday G!!! ,1,0,0
more?! ,1,0,0
coolest guy ,1,0,0
